tuid,blockId,actionName,objectLogName,selectedShapeIndex,faceSelected,stageShapeIndex,explanationType,isCorrectPrediction,predictedShapeChoiceIndex,trueShapeChoiceIndex,stepActionType,lInd_0_BeforeAi,lInd_1_AfterAi,lInd_2_AfterXai,stat_1_vs_0_cnahged,stat_2_vs_0_cnahged,stat_2_vs_1_cnahged,face_0_BeforeAi,face_1_AfterAi,face_2_AfterXai,param1,param2,param3,param4,date,time
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,4,,OS,yes,2,2,SubmitConfidenceForShape,1,1,2,false,true,true,3,3,4,OS,,,,09:52:01 05.06.25,1749117121
UID_BH58Mu27El51En52JH,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,4,-,-,LLM,,,,09:53:05 05.06.25,1749117185
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,4,,OS,no,7,8,SubmitConfidenceForShape,6,7,7,true,true,false,3,3,4,OS,,,,09:54:54 05.06.25,1749117294
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,3,,OS,yes,8,8,SubmitConfidenceForShape,7,7,7,false,false,false,3,3,3,OS,,,,09:56:54 05.06.25,1749117414
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,4,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,3,3,4,OS,,,,09:58:45 05.06.25,1749117525
UID_mz88Xt41La41zr36kB,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,09:58:55 05.06.25,1749117535
UID_mz88Xt41La41zr36kB,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,09:58:59 05.06.25,1749117539
UID_mz88Xt41La41zr36kB,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,09:59:07 05.06.25,1749117547
UID_BH58Mu27El51En52JH,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,5,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,5,-,-,LLM,,,,09:59:17 05.06.25,1749117557
UID_Vl48Oi40Lt34vN69pb,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,5,,LLM,no,6,2,SubmitConfidenceForShape,4,6,6,true,true,false,3,3,5,LLM,,,,09:59:21 05.06.25,1749117561
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,7,7,7,false,false,false,4,4,4,LLM,,,,10:00:10 05.06.25,1749117610
UID_By02ns11Lv64xM09IR,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_218,click,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,3,,OS,yes,5,5,SubmitConfidenceForShape,5,-,-,true,false,false,3,-,-,OS,,,,10:02:05 05.06.25,1749117725
UID_By02ns11Lv64xM09IR,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,5,,OS,yes,6,6,SubmitConfidenceForShape,4,6,6,true,true,false,2,4,5,OS,,,,10:04:35 05.06.25,1749117875
UID_By02ns11Lv64xM09IR,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,2,,OS,yes,8,8,SubmitConfidenceForShape,6,6,8,false,true,true,4,3,2,OS,,,,10:06:00 05.06.25,1749117960
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,3,3,false,false,false,4,3,4,LLM,,,,10:07:06 05.06.25,1749118026
UID_Vl48Oi40Lt34vN69pb,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,5,1,1,true,true,false,5,5,5,LLM,,,,10:07:14 05.06.25,1749118034
UID_Vl48Oi40Lt34vN69pb,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,10:07:30 05.06.25,1749118050
UID_Vl48Oi40Lt34vN69pb,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,10:07:42 05.06.25,1749118062
UID_Vl48Oi40Lt34vN69pb,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,10:07:54 05.06.25,1749118074
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,3,3,false,false,false,4,4,4,LLM,,,,10:09:05 05.06.25,1749118145
UID_Za52yB44Cr49Gn15Ta,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,5,-,-,LLM,,,,10:10:11 05.06.25,1749118211
UID_CC86nM66ZW38pf99WH,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,3,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,3,-,-,LLM,,,,10:16:12 05.06.25,1749118572
UID_Vl48Oi40Lt34vN69pb,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,4,,OS,no,8,7,SubmitConfidenceForShape,3,3,3,false,false,false,4,4,4,OS,,,,10:16:15 05.06.25,1749118575
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,2,1,2,true,false,true,4,4,4,LLM,,,,10:17:38 05.06.25,1749118658
UID_Za52yB44Cr49Gn15Ta,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,10:18:04 05.06.25,1749118684
UID_Za52yB44Cr49Gn15Ta,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,1,,LLM,no,,,,,,,false,false,false,,,,,,,,10:18:17 05.06.25,1749118697
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,5,,LLM,yes,7,7,SubmitConfidenceForShape,5,7,7,true,true,false,5,5,5,LLM,,,,10:18:27 05.06.25,1749118707
UID_Za52yB44Cr49Gn15Ta,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,1,,LLM,no,,,,,,,false,false,false,,,,,,,,10:18:29 05.06.25,1749118709
UID_BH58Mu27El51En52JH,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,4,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,4,-,-,LLM,,,,10:18:33 05.06.25,1749118713
UID_Vl48Oi40Lt34vN69pb,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,5,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,5,-,-,OS,,,,10:19:56 05.06.25,1749118796
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,5,,LLM,no,4,3,SubmitConfidenceForShape,3,4,4,true,true,false,4,4,5,LLM,,,,10:21:26 05.06.25,1749118886
UID_Za52yB44Cr49Gn15Ta,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,5,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,5,-,-,OS,,,,10:22:37 05.06.25,1749118957
UID_Vl48Oi40Lt34vN69pb,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,4,,OS,no,7,8,SubmitConfidenceForShape,7,-,-,true,false,false,4,-,-,OS,,,,10:22:55 05.06.25,1749118975
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,4,4,4,false,false,false,5,5,4,LLM,,,,10:23:52 05.06.25,1749119032
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,2,,LLM,yes,1,1,SubmitConfidenceForShape,4,1,1,true,true,false,1,2,2,LLM,,,,10:26:07 05.06.25,1749119167
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,4,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,4,4,4,OS,,,,10:26:29 05.06.25,1749119189
UID_CC86nM66ZW38pf99WH,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,10:26:32 05.06.25,1749119192
UID_CC86nM66ZW38pf99WH,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,10:26:41 05.06.25,1749119201
UID_CC86nM66ZW38pf99WH,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,10:26:51 05.06.25,1749119211
UID_CC86nM66ZW38pf99WH,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,3,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,3,-,-,OS,,,,10:27:32 05.06.25,1749119252
UID_Vl48Oi40Lt34vN69pb,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,2,,OS,no,4,2,SubmitConfidenceForShape,6,6,2,false,true,true,2,2,2,OS,,,,10:27:45 05.06.25,1749119265
UID_Za52yB44Cr49Gn15Ta,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,4,,OS,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,OS,,,,10:29:17 05.06.25,1749119357
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,2,,LLM,no,6,2,SubmitConfidenceForShape,7,7,8,false,true,true,3,3,2,LLM,,,,10:30:18 05.06.25,1749119418
UID_Vl48Oi40Lt34vN69pb,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,4,,OS,yes,2,2,SubmitConfidenceForShape,2,-,-,true,false,false,4,-,-,OS,,,,10:30:29 05.06.25,1749119429
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,4,,OS,yes,2,2,SubmitConfidenceForShape,3,3,3,false,false,false,4,4,4,OS,,,,10:30:40 05.06.25,1749119440
UID_Vl48Oi40Lt34vN69pb,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,3,,OS,yes,4,4,SubmitConfidenceForShape,4,-,-,true,false,false,3,-,-,OS,,,,10:32:19 05.06.25,1749119539
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,3,,OS,yes,5,5,SubmitConfidenceForShape,2,5,2,true,false,true,4,3,3,OS,,,,10:32:32 05.06.25,1749119552
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,2,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,1,2,2,OS,,,,10:33:15 05.06.25,1749119595
UID_Za52yB44Cr49Gn15Ta,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,4,,OS,yes,2,2,SubmitConfidenceForShape,2,-,-,true,false,false,4,-,-,OS,,,,10:33:50 05.06.25,1749119630
UID_Vl48Oi40Lt34vN69pb,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,5,,OS,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,5,-,-,OS,,,,10:34:19 05.06.25,1749119659
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,5,,OS,yes,5,5,SubmitConfidenceForShape,2,5,5,true,true,false,4,5,5,OS,,,,10:35:17 05.06.25,1749119717
UID_CC86nM66ZW38pf99WH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,2,,OS,no,7,8,SubmitConfidenceForShape,2,7,7,true,true,false,1,2,2,OS,,,,10:36:36 05.06.25,1749119796
UID_Vl48Oi40Lt34vN69pb,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,5,,OS,yes,5,5,SubmitConfidenceForShape,1,5,5,true,true,false,5,4,5,OS,,,,10:37:36 05.06.25,1749119856
UID_Vl48Oi40Lt34vN69pb,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,5,,OS,no,,,,,,,false,false,false,,,,,,,,10:37:54 05.06.25,1749119874
UID_Vl48Oi40Lt34vN69pb,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,10:38:05 05.06.25,1749119885
UID_Vl48Oi40Lt34vN69pb,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,10:38:14 05.06.25,1749119894
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,3,,OS,no,7,8,SubmitConfidenceForShape,2,2,7,false,true,true,4,3,3,OS,,,,10:38:27 05.06.25,1749119907
UID_CC86nM66ZW38pf99WH,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,10:39:11 05.06.25,1749119951
UID_CC86nM66ZW38pf99WH,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,10:39:19 05.06.25,1749119959
UID_CC86nM66ZW38pf99WH,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,10:39:25 05.06.25,1749119965
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,3,,LLM,yes,7,7,SubmitConfidenceForShape,3,7,7,true,true,false,3,3,3,LLM,,,,10:41:05 05.06.25,1749120065
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,4,,OS,yes,4,4,SubmitConfidenceForShape,1,4,4,true,true,false,4,4,4,OS,,,,10:41:27 05.06.25,1749120087
UID_BH58Mu27El51En52JH,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,10:41:28 05.06.25,1749120088
UID_BH58Mu27El51En52JH,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,10:41:43 05.06.25,1749120103
UID_Za52yB44Cr49Gn15Ta,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,10:41:43 05.06.25,1749120103
UID_Za52yB44Cr49Gn15Ta,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,10:41:50 05.06.25,1749120110
UID_BH58Mu27El51En52JH,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,10:41:54 05.06.25,1749120114
UID_Za52yB44Cr49Gn15Ta,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,10:41:56 05.06.25,1749120116
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,5,,OS,yes,2,2,SubmitConfidenceForShape,8,2,2,true,true,false,4,4,5,OS,,,,10:44:31 05.06.25,1749120271
UID_BH58Mu27El51En52JH,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,4,,OS,yes,4,4,SubmitConfidenceForShape,4,-,-,true,false,false,4,-,-,OS,,,,10:44:38 05.06.25,1749120278
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,3,,OS,no,8,7,SubmitConfidenceForShape,2,2,2,false,false,false,5,5,3,OS,,,,10:49:00 05.06.25,1749120540
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,4,,OS,yes,5,5,SubmitConfidenceForShape,1,1,6,false,true,true,5,4,4,OS,,,,10:49:13 05.06.25,1749120553
UID_Ze37Xr41oo26Tt92ZV,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,4,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,4,-,-,OS,,,,10:51:26 05.06.25,1749120686
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,3,,OS,yes,2,2,SubmitConfidenceForShape,1,1,1,false,false,false,4,3,3,OS,,,,10:53:21 05.06.25,1749120801
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,5,,OS,yes,4,4,SubmitConfidenceForShape,1,4,4,true,true,false,5,5,5,OS,,,,10:53:46 05.06.25,1749120826
UID_BH58Mu27El51En52JH,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,5,,OS,no,7,8,SubmitConfidenceForShape,7,-,-,true,false,false,5,-,-,OS,,,,10:55:46 05.06.25,1749120946
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,4,,OS,yes,6,6,SubmitConfidenceForShape,5,6,6,true,true,false,2,3,4,OS,,,,10:56:49 05.06.25,1749121009
UID_Ze37Xr41oo26Tt92ZV,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,10:57:08 05.06.25,1749121028
UID_Ze37Xr41oo26Tt92ZV,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,10:57:19 05.06.25,1749121039
UID_Ze37Xr41oo26Tt92ZV,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,10:57:28 05.06.25,1749121048
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,5,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,5,5,5,OS,,,,10:58:25 05.06.25,1749121105
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,5,,LLM,no,8,6,SubmitConfidenceForShape,1,8,8,true,true,false,3,5,5,LLM,,,,11:01:14 05.06.25,1749121274
UID_Ze37Xr41oo26Tt92ZV,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,3,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,3,-,-,LLM,,,,11:02:28 05.06.25,1749121348
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,5,,LLM,yes,7,7,SubmitConfidenceForShape,8,7,7,true,true,false,4,5,5,LLM,,,,11:05:38 05.06.25,1749121538
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,4,,OS,yes,6,6,SubmitConfidenceForShape,2,6,6,true,true,false,4,4,4,OS,,,,11:07:39 05.06.25,1749121659
UID_BH58Mu27El51En52JH,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,11:08:07 05.06.25,1749121687
UID_BH58Mu27El51En52JH,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,11:08:23 05.06.25,1749121703
UID_BH58Mu27El51En52JH,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,11:08:36 05.06.25,1749121716
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,3,1,1,true,true,false,3,3,4,LLM,,,,11:09:27 05.06.25,1749121767
